internalTaxonId,scientificName,kingdomName,phylumName,className,orderName,familyName,genusName,speciesName,infraType,infraName,infraAuthority,subpopulationName,authority,taxonomicNotes
11479,Lemiox rimosus,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONIDA,UNIONIDAE,Lemiox,rimosus,,,,,"(Rafinesque, 1831)",
11785,Leptoxis taeniata,ANIMALIA,MOLLUSCA,GASTROPODA,SORBEOCONCHA,PLEUROCERIDAE,Leptoxis,taeniata,,,,,"(Conrad, 1834)",
11922,Pleuronaia dolabelloides,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONIDA,UNIONIDAE,Pleuronaia,dolabelloides,,,,,"(Lea, 1840)",
12395,Lucania interioris,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINODONTIFORMES,FUNDULIDAE,Lucania,interioris,,,,,"Hubbs &amp; Miller, 1965",
232775771,Macrochelys temminckii,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,CHELYDRIDAE,Macrochelys,temminckii,,,,,"(Troost in Harlan, 1835)","The Alligator Snapping Turtle, <em>Macrochelys temminckii</em>, was initially placed in the genus <em>Macroclemys</em> throughout much of the late 20th century until it was revised due to the genus <em>Macrochelys</em> having nomenclatural priority (Webb 1995).<br/><br/>Genetic research found significant divergence in the Suwannee River populations (Roman <em>et al</em>. 1999, Echelle <em>et al</em>. 2010), further supported by morphological analyses (Murray<em> et al.</em> 2014, Thomas <em>et al. </em>2014), which led to taxonomic revision recognizing the Suwannee River populations as <em>M. suwanniensis</em> (Thomas <em>et al.</em> 2014).<br/><br/>Distinctions were also noted for the Apalachicola River population, prompting description as <em>M. apalachicolae</em> (Thomas<em> et al.</em> 2014). The taxonomic distinctiveness of <em>M. apalachicolae</em> was contested, and the recommendation was to subsume <em>M. apalachicolae</em> back into <em>M. temminckii </em>(Folt and Guyer 2015). However, the genetic lineage representing the Alligator Snapping Turtle populations in the Apalachicola River and adjacent drainages has been further confirmed by next-generation sequencing of a large, range-wide sample of <em>Macrochelys</em> specimens (Apodaca <em>et al. </em>2023), although no taxonomic or nomenclatural recommendations were made. The current nomenclatural arrangement recognizes only <em>M. temminckii</em> and <em>M. suwanniensis</em> (TTWG 2021)."
12696,Malacochersus tornieri,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,TESTUDINIDAE,Malacochersus,tornieri,,,,,"(Siebenrock, 1903)","<p><span class=""s1"">Lindholm (1929) recognized <em>Testudo tornieri</em>&#160;Siebenrock, 1903 as the type of a new genus, for which he established the name <em>Malacochersus</em>. The genus is monotypic, with only one species currently<em> </em>recognized. Genetic studies have demonstrated that <em>Malacochersus</em> is most closely related to Asian <em>Indotestudo</em> and Eurasian <em>Testudo</em> (Le <em>et al</em>. 2006; Parham <em>et al</em>. 2006; Fritz and Bininda-Emonds 2007). Phylogeographic studies of the species have not yet been realized, but are clearly needed in view of its disjunct distribution. Vernacular names used for the species in East African Kiswahili are Kobe ya Mawe and Kobe kama Chapati.</p>"
12775,Manouria impressa,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,TESTUDINIDAE,Manouria,impressa,,,,,"(Günther, 1882)",
12776,Mantella aurantiaca,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MANTELLIDAE,Mantella,aurantiaca,,,,,"Mocquard, 1900","There are populations of ""golden"" mantellas that might belong to other species. The taxonomy of this group is uncertain but the definition of <em>Mantella aurantiaca</em> is clear and there seems to be little genetic subdivision within the species (M. Vences pers. comm.)."
12800,Margaritifera marrianae,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONIDA,MARGARITIFERIDAE,Margaritifera,marrianae,,,,,"Johnson, 1983",
12803,Margaritifera hembeli,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONIDA,MARGARITIFERIDAE,Margaritifera,hembeli,,,,,"Conrad, 1838",
12927,Medionidus parvulus,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONIDA,UNIONIDAE,Medionidus,parvulus,,,,,"I. Lea, 1860",
12930,Medionidus walkeri,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONIDA,UNIONIDAE,Medionidus,walkeri,,,,,"(Wright, 1897)",
12953,Megalagrion jugorum,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,Megalagrion,jugorum,,,,,"(Perkins, 1899)",
12958,Megalagrion oceanicum,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,Megalagrion,oceanicum,,,,,"McLachlan, 1883",
12959,Megalagrion pacificum,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,Megalagrion,pacificum,,,,,"(McLachlan, 1883)",
12960,Megalagrion xanthomelas,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,Megalagrion,xanthomelas,,,,,"(Selys, 1876)",
13038,Melanochelys tricarinata,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,GEOEMYDIDAE,Melanochelys,tricarinata,,,,,"(Blyth, 1856)",
13145,Menidia conchorum,ANIMALIA,CHORDATA,ACTINOPTERYGII,ATHERINIFORMES,ATHERINOPSIDAE,Menidia,conchorum,,,,,"Hildebrand &amp; Ginsburg, 1927",There is currently a publication in review on the species delineation of <em>Menidia conchorum</em> and <em>Menidia peninsulae</em> (S. O'Leary pers. comm. 2013).
13520,Mictocaris halope,ANIMALIA,ARTHROPODA,MALACOSTRACA,MICTACEA,MICTOCARIDIDAE,Mictocaris,halope,,,,,"Bowman &amp; Iliffe, 1985",
135889,Telmatobius sanborni,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,TELMATOBIIDAE,Telmatobius,sanborni,,,,,"Schmidt, 1954",De la Riva (2005) resurrected <em>Telmatobius sanborni</em> from the synonymy of <em>Telmatobius marmoratus</em> on the basis of differences in morphological features and colour patterns.
136036,Ctenophryne barbatula,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICROHYLIDAE,Ctenophryne,barbatula,,,,,"(Lehr &amp; Trueb, 2007)",
136055,Anodonthyla moramora,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICROHYLIDAE,Anodonthyla,moramora,,,,,"Glaw &amp; Vences, 2005",
136082,Bolitoglossa gomezi,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Bolitoglossa,gomezi,,,,,"Wake, Savage &amp; Hanken, 2007",This species was confused with<em>&#160;Bolitoglossa pesrubra</em>&#160;prior to its naming (Wake <em>et al. </em>2007). It has been determined by mtDNA phylogeny to be part of the&#160;<em>B. subpalmata</em> clade (Boza-Oveido <em>et al.</em> 2012).
136129,Telmatobius punctatus,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,TELMATOBIIDAE,Telmatobius,punctatus,,,,,"Vellard, 1955",<em>Telmatobius punctatus</em> was previously considered to be a subspecies of <em>Telmatobius brevirostris</em>; it was elevated to specific status by Lehr (2005) based on differences in morphological features and colour patterns.
78526171,Oreobates lehri,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,STRABOMANTIDAE,Oreobates,lehri,,,,,"(Padial, Chaparro &amp; De la Riva, 2007)","<p><em>Oreobates lehri </em>was initially ascribed to two distant populations, one in Cordillera Vilcabamba, which is now considered typical <em>O. lehri</em>, and one in the Andean hills of the Kosñipata Valley, to which is now assigned to&#160;<em>O. gemcare </em>(Padial <em>et al</em>. 2012).&#160;This is a restricted concept of <em>O. lehri </em>following the split of the broader concept into this and <em>O. gemcare&#160;</em>(Padial&#160;<em>et al</em>. 2012).</p>"
137100,Cryptocanthon nebulinus,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,SCARABAEIDAE,Cryptocanthon,nebulinus,,,,,"Howden, 1973","According to Cook (2002),&#160;<em>Cryptocanthon</em>&#160;is a genus with wide occurrence in the New World tropics. They inhabit the litter of wet forests, both lowland rain forests and higher elevation montane and cloud forests, and occur from Brazil to Mexico.&#160;Some species are flightless."
137660,Ateuchus ambiguus,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,SCARABAEIDAE,Ateuchus,ambiguus,,,,,"Martinez &amp; Martinez, 1990","<span class=""hps""><em>Ateuchus </em>is a diverse&#160;genus, with over 90 species, distributed from the&#160;<span class=""hpsalt-edited"">United States to Argentina and Lesser Antilles. <span class=""hps"">The diversity <span class=""hps"">of the group <span class=""hps"">is also accompanied <span class=""hps"">by various <span class=""hps"">taxonomic <span class=""hps"">and nomenclatural <span class=""hps"">problems. <span class=""hps"">In addition, the need for <span class=""hps"">taxonomic revisions <span class=""hps"">makes the <span class=""hps"">accuracy of identification <span class=""hps"">of most South American species <span class=""hps"">an extremely difficult task. The genus still presents a considerable number of species to describe.<span class=""hps""><span class=""hpsalt-edited""><span class=""hps""><span class=""hps""><span class=""hps""><span class=""hps""><span class=""hps""><span class=""hps""><span class=""hps""><span class=""hps""><span class=""hps""><span class=""hps""><span class=""hps""><span class=""hps""><span class=""hps""><br/><br/></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span>"
137924,Onthophagus aureofuscus,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,SCARABAEIDAE,Onthophagus,aureofuscus,,,,,"Bates, 1887",
137934,Canthonella gomezi,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,SCARABAEIDAE,Canthonella,gomezi,,,,,"(Halffter &amp; Martinez, 1968)","<em>Canthonella</em> was described by Chapin in 1930. Halffter and Martínez (1977) synonymized <em>Ipselissus</em> under <em>Canthonella</em>. There are currently very few species described from South America, but there are likely to be many more to be described."
138161,Cryptocanthon altus,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,SCARABAEIDAE,Cryptocanthon,altus,,,,,"Howden, 1976","According to Cook (2002), <em>Cryptocanthon</em> is a genus with wide occurrence in the New World tropics. They inhabit the litter of wet forests, both lowland rain forests and higher elevation montane and cloud forests, and occur from Brazil to Mexico.&#160;Some species are flightless."
138178,Onoreidium howdeni,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,SCARABAEIDAE,Onoreidium,howdeni,,,,,"(Ferreira &amp; Galileo, 1993)","The genus <em>Onoreidium </em>was described and positioned in the subtribe Scatimina (Coleoptera: Scarabaeinae: Ateuchini) by Vaz-de-Mello (2008).<strong> </strong>Its present four species that are distributed throughout Ecuador, northern Peru, and Panama, comprising the Arid Ecuador and Tumbes-Piura in the Northwerstern South American dominion, and Eastern Central America. The species that compose the genus were originally described in <em>Trichillum</em> or <em>Pedaridium</em>."
138354,Dichotomius eucranioides,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,SCARABAEIDAE,Dichotomius,eucranioides,,,,,"Pereira &amp; Andretta, 1955","The genus consists of approximately 160 valid species that are distributed throughout Americas. However, the greater diversity of <em>Dichotomius</em> occurs in Brazil. The species that compose the genus are divided into four subgenera: <em>Dichotomius</em>, <em>Homocanthonides</em>, <em>Selenocopris</em> and <em>Luederwaldtinia</em>. Currently, <em>Dichotomius</em> is being revised by F. Vaz-de-Mello. Thus, the number of valid species and the&#160;internal&#160;structure&#160;of the genus may change."
138359,Proagoderus uluguru,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,SCARABAEIDAE,Proagoderus,uluguru,,,,,"(Frey, 1975)","<p>The genus<em>&#160;<span class=""SpellE"">Proagoderus</em>&#160;van <span class=""SpellE"">Lansberge</span> 1883 shows a wide <span class=""SpellE"">biogeographical distribution across the <span class=""SpellE"">Afrotropical</span> and Oriental regions and is currently  represented by 107 species in the <span class=""SpellE"">Afrotropical region.  These are divided into nine species groups (<span class=""SpellE"">Palestrini</span>  1992).</p>"
138528,Cryptocanthon punctatus,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,SCARABAEIDAE,Cryptocanthon,punctatus,,,,,"Cook, 2002","According to Cook (2002),&#160;<em>Cryptocanthon</em>&#160;is a genus with wide occurrence in the New World tropics. They inhabit the litter of wet forests, both lowland rain forests and higher elevation montane and cloud forests, and occur from Brazil to Mexico.&#160;Some species are flightless."
13873,Morenia ocellata,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,GEOEMYDIDAE,Morenia,ocellata,,,,,"(Duméril &amp; Bibron, 1835)",
13874,Morenia petersi,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,GEOEMYDIDAE,Morenia,petersi,,,,,"(Anderson, 1879)",
14505,Neochanna burrowsius,ANIMALIA,CHORDATA,ACTINOPTERYGII,OSMERIFORMES,GALAXIIDAE,Neochanna,burrowsius,,,,,"(Phillipps, 1926)",
14506,Neochanna diversus,ANIMALIA,CHORDATA,ACTINOPTERYGII,OSMERIFORMES,GALAXIIDAE,Neochanna,diversus,,,,,"Stokell, 1949",
14507,Neochanna apoda,ANIMALIA,CHORDATA,ACTINOPTERYGII,OSMERIFORMES,GALAXIIDAE,Neochanna,apoda,,,,,"Günther, 1867",
14765,Nilssonia formosa,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,TRIONYCHIDAE,Nilssonia,formosa,,,,,"(Gray, 1869)",
14881,Notropis amecae,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,LEUCISCIDAE,Notropis,amecae,,,,,"Chernoff &amp; Miller, 1986",
15026,Mauremys sinensis,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,GEOEMYDIDAE,Mauremys,sinensis,,,,,"(Gray, 1834)",Generally considered to consist of at least two morphologically distinguishable lineages.
15185,Ogmodon vitianus,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,ELAPIDAE,Ogmodon,vitianus,,,,,"W. Peters, 1864",
15387,Ophisternon infernale,ANIMALIA,CHORDATA,ACTINOPTERYGII,SYNBRANCHIFORMES,SYNBRANCHIDAE,Ophisternon,infernale,,,,,"(Hubbs, 1938)",
15509,Orlitia borneensis,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,GEOEMYDIDAE,Orlitia,borneensis,,,,,"Gray, 1873",
156067,Tarraconia rolani,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,HYDROBIIDAE,Tarraconia,rolani,,,,,"Ramos, Arconada &amp; Moreno, 2000",
15885,Palaemonetes antrorum,ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,PALAEMONIDAE,Palaemonetes,antrorum,,,,,"Benedict, 1896",
15886,Palaemonetes cummingi,ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,PALAEMONIDAE,Palaemonetes,cummingi,,,,,"Chace, 1954",
15887,Palaemonias alabamae,ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,ATYIDAE,Palaemonias,alabamae,,,,,"Smalley, 1961",
15896,Palaina moussoni,ANIMALIA,MOLLUSCA,GASTROPODA,ARCHITAENIOGLOSSA,DIPLOMMATINIDAE,Palaina,moussoni,,,,,"(Crosse, 1866)",
15905,Palaina striolata,ANIMALIA,MOLLUSCA,GASTROPODA,ARCHITAENIOGLOSSA,DIPLOMMATINIDAE,Palaina,striolata,,,,,"(Crosse, 1866)",
15907,Palaina wilsoni,ANIMALIA,MOLLUSCA,GASTROPODA,ARCHITAENIOGLOSSA,DIPLOMMATINIDAE,Palaina,wilsoni,,,,,"Semper, 1866",
15918,Palea steindachneri,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,TRIONYCHIDAE,Palea,steindachneri,,,,,"(Siebenrock, 1906)",
160595,Pseudochazara cingovskii,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Pseudochazara,cingovskii,,,,,"(Gross, 1973)",
161373,Pseudobatos percellens,ANIMALIA,CHORDATA,CHONDRICHTHYES,RHINOPRISTIFORMES,RHINOBATIDAE,Pseudobatos,percellens,,,,,"(Walbaum, 1792)","Last <em>et al</em>. (2016a) revised the genus <em>Rhinobatos</em>, transferring <em>glaucostigma</em>, <em>horkelii</em>, <em>lentiginosus</em>, <em>leucorhynchus</em>, <em>percellens</em>, <em>planiceps</em>, <em>prahli</em>, and <em>productus</em> to the new genus <em>Pseudobatos</em>."
161378,Carcharhinus acronotus,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Carcharhinus,acronotus,,,,,"(Poey, 1860)",
284113569,Paratrygon aiereba,ANIMALIA,CHORDATA,CHONDRICHTHYES,MYLIOBATIFORMES,POTAMOTRYGONIDAE,Paratrygon,aiereba,,,,,"(Walbaum, 1792)","There is evidence that the Discus Stingray (<em>Paratrygon aiereba</em>) comprises a species complex with genetically differentiated populations between river basins (Frederico <em>et al</em>. 2012, Fontenelle <em>et al</em>. 2021). The genus <em>Paratrygon</em> was considered monotypic, however, two new species from the Orinoco Basin (<em>Paratrygon orinocensis</em> and <em>Paratrygon parvaspina</em>) were described (Loboda <em>et al</em>. 2021).<br/><br/>There was a proposal to describe other species belonging to the genus <em>Paratrygon</em>. There seems to be evidence of other endemic lineages associated to certain Amazonian River basins, such as in Branco and Rupunini rivers, Negro-Peru River, Tapajós River, Araguaia River, Tocantins River and Xingu River (Loboda 2016, Fontenelle <em>et al</em>. 2021). Until these endemic lineages are formally described, the genus <em>Paratrygon</em> is considered to comprise three species: <em>P. aiereba</em> (Amazon River main channel and some of its larger tributaries), <em>P. orinocensis</em> and <em>P. parvaspina</em> (Orinoco River Basin)."
16274,Partula gibba,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,PARTULIDAE,Partula,gibba,,,,,"Ferussac, 1821",
162917,Opisthoteuthis mero,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,OPISTHOTEUTHIDAE,Opisthoteuthis,mero,,,,,"O’Shea, 1999","<span style=""font-style: italic;""><br/></span>"
163337,Cirroctopus hochbergi,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,CIRROCTOPODIDAE,Cirroctopus,hochbergi,,,,,"O’Shea, 1999","This species was described as <span style=""font-style: italic;"">Cirroctopus hochbergi</span> O'Shea 1999 from off New Zealand (Type locality 39 58.9'S, 178 14.27'E, 800-1070 m). It is most similar to <span style=""font-style: italic;"">Cirroctopus mawsoni</span>,<span style=""font-style: italic;""> </span>but<span style=""font-style: italic;""> </span><em><strong></strong></em>a few characters separate it and it is 'strongly allopatric' (O'Shea 1999).<span style=""font-style: italic;""></span>"
163414,Cuora mouhotii,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,GEOEMYDIDAE,Cuora,mouhotii,,,,,"(Gray, 1862)","<p>Two subspecies are recognised: <em>Cuora mouhoutii mouhotii</em> (Gray, 1863) and <em>C. m. obsti</em> (Fritz, Andreas &amp; Lehr, 1997).<strong><br/><br/></strong>Traditionally placed in the monotypic genus <em>Pyxidea</em> until Honda <em>et al.</em> (2002) demonstrated that <em>mouhotii</em> is genetically nested inside <em>Cuora</em>. Hybrids of <em>C. mouhotii </em>with<em> Cuora galbinifrons</em> or <em>C. bourreti</em> gave rise to specimens that were erroneously described as a separate species, <em>Cuora serrata</em>.&#160;</p>"
163415,Cyclemys oldhamii,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,GEOEMYDIDAE,Cyclemys,oldhamii,,,,,"Gray, 1863","Included with&#160;<em>Cyclemys dentata</em>&#160;until very recently.&#160;Previously considered to contain just a single, variable species, <em>Cyclemys </em>remains subject to ongoing taxonomic investigations which rearrange the taxonomy and nomenclature on an ongoing basis.&#160;Key references: Fritz <em>et al</em>. 1996, 1997; Iverson and McCord 1997; Guicking <em>et al</em>. 2002."
163423,Centrochelys sulcata,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,TESTUDINIDAE,Centrochelys,sulcata,,,,,"(Miller, 1779)","Previously assigned to the genus&#160;<em>Geochelone</em>, following Loveridge and Williams (1957), the species has more recently been placed in <em>Centrochelys</em> Gray 1872, following Bour (1980), as subsequently recognized by Devaux (2000), TTWG (2017), and Petrozzi <em>et al</em>. (2020b), but not by&#160;Fritz and Havas (2007).&#160;There is very little morphological (Lambert 1993) or genetic (mtDNA) variation in this species; however, there is some divergence between eastern and western subpopulations of <em>C. sulcata</em> based on the presence of two haplotypes (Livoreil and Van Der Kuyl 2005), but subspecies are not recognized."
163458,Batagur borneoensis,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,GEOEMYDIDAE,Batagur,borneoensis,,,,,"(Schlegel &amp; Müller, 1844)",
164598,Alsophylax laevis,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,GEKKONIDAE,Alsophylax,laevis,,,,,"Nikolsky, 1907",
16479,Pegias fabula,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONIDA,UNIONIDAE,Pegias,fabula,,,,,"I. Lea, 1838",
164808,Islamia pseudorientalica,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,HYDROBIIDAE,Islamia,pseudorientalica,,,,,"Radoman, 1973",
164815,Leguminaia saulcyi,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONIDA,UNIONIDAE,Leguminaia,saulcyi,,,,,"(Bourguignat, 1852)","<p><span lang=""EN-US"">Although <em>Leguminaia </em>is here treated as a unionid genus, other authors (e.g. Modell ,1964) placed it among the Margaritiferidae. Molecular studies are still needed for better clarification. The study of a living population with the aid of molecular characterization would greatly enhance our understanding of this poorly known and rare species.</p>"
164816,Pseudunio homsensis,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONIDA,MARGARITIFERIDAE,Pseudunio,homsensis,,,,,"(Lea, 1864)","<p><span lang=""EN-US"">The classification of the family margaritiferidae is contentious (Graf and Cummings 2007) having been recently treated from three different perspectives: a) Smith (2001) divided the species of the family among <em>Margaritifera</em>, <em>Margaritanopsis </em>and <em>Pseudunio </em>based mainly on hinge and ctenidia morphology, and placing this species in genus <em>Pseudunio</em>; b) Bogatov <em>et al</em>. (2003) based on the comparatory, tipological method and c) Huff <em>et al</em>. (2004) based on a molecular phylogenetic analysis.<br/><br/>Over the last century s<span lang=""EN-US"">everal subsequent studies (Modell 1964, Haas 1969, Schutt 1983, Kinzelbach and Roth 1984, Kinzelbach 1987, Schutt 1987, Nesemann 1993, Falkner 1994) have variously considered <em>M. homsensis</em> to be a <em>Potomida </em>(Unionidae), <em>Pseudunio</em>, <em>Margaritana</em>, or <em>Margaritifera </em>(Margaritiferidae).<span lang=""EN-US""> However the presence of mantle-attachment scars on the inner surface of the shell are identical in morphology to those of other margaritiferid species and indicates that <em>M. homsensis</em> sensu lato is properly assigned to the Margaritiferidae (Smith <em>et al</em>. 2001). Additionally and although Huff <em>et al</em>. 2004 had not analysed this species, he suggested that simply assigning all Margaritiferidae to the <em>Margaritifera </em>genus might be a reasonable solution. The discovery and study of a living population of<em> M. homsensis</em> with the aid of molecular characterization would greatly enhance our understanding of this poorly known and rare species.</span></p>"
164841,Anodonta pseudodopsis,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONIDA,UNIONIDAE,Anodonta,pseudodopsis,,,,,"Locard, 1883","<span lang=""EN-US"">The genus of the species has changed from Gabillotia to Anodonta over the past decades depending on the author (e.g. Modell 1951; Falkner 1994) but most recent authors consider the species as belonging to the genus Anodonta (Graf, 2007; Bogan 2010). Further molecular studies are needed to enlighten the phylogenetic relationships of this species"
164855,Pseudamnicola solitaria,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,HYDROBIIDAE,Pseudamnicola,solitaria,,,,,"Tchernov, 1971",
