assessmentId,internalTaxonId,scientificName,kingdomName,phylumName,orderName,className,familyName,genusName,speciesName,infraType,infraName,infraAuthority,authority,redlistCategory,redlistCriteria,criteriaVersion,populationTrend,scopes
21963100,18492,Pseudocheirus occidentalis,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,PSEUDOCHEIRIDAE,Pseudocheirus,occidentalis,,,,"(Thomas, 1888)",Critically Endangered,A2bce+3bce+4bce,3.1,Decreasing,Global
21964204,23179,Zaglossus bruijnii,ANIMALIA,CHORDATA,MONOTREMATA,MAMMALIA,TACHYGLOSSIDAE,Zaglossus,bruijnii,,,,"(Peters &amp; Doria, 1876)",Critically Endangered,A2acd,3.1,Decreasing,Global
21964353,136322,Zaglossus attenboroughi,ANIMALIA,CHORDATA,MONOTREMATA,MAMMALIA,TACHYGLOSSIDAE,Zaglossus,attenboroughi,,,,"Flannery &amp; Groves, 1998",Critically Endangered,"B1ab(iii,v)+2ab(iii,v)",3.1,Decreasing,Global
21965270,16710,Peroryctes broadbenti,ANIMALIA,CHORDATA,PERAMELEMORPHIA,MAMMALIA,PERAMELIDAE,Peroryctes,broadbenti,,,,"(Ramsay, 1879)",Endangered,A4cd,3.1,Decreasing,Global
21966774,7017,Echymipera davidi,ANIMALIA,CHORDATA,PERAMELEMORPHIA,MAMMALIA,PERAMELIDAE,Echymipera,davidi,,,,"Flannery, 1990",Endangered,B1ab(iii)+2ab(iii),3.1,Unknown,Global
21967091,19711,Rhynchomeles prattorum,ANIMALIA,CHORDATA,PERAMELEMORPHIA,MAMMALIA,PERAMELIDAE,Rhynchomeles,prattorum,,,,"Thomas, 1920",Endangered,B1ab(iii)+2ab(iii),3.1,Unknown,Global
21969562,16573,Perameles fasciata,ANIMALIA,CHORDATA,PERAMELEMORPHIA,MAMMALIA,PERAMELIDAE,Perameles,fasciata,,,,"J.E. Gray, 1841",Extinct,,3.1,,Global
21974958,136504,Pteropus aruensis,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Pteropus,aruensis,,,,"Peters, 1867",Critically Endangered,D,3.1,Unknown,Global
21975053,21982,Tomopeas ravus,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,MOLOSSIDAE,Tomopeas,ravus,,,,"Miller, 1900",Endangered,"B2ab(ii,iii)",3.1,Decreasing,Global
21975149,10966,Kerivoula africana,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Kerivoula,africana,,,,"Dobson, 1878",Endangered,"B2ab(iii,iv)",3.1,Decreasing,Global
21978925,19549,Rhinolophus maclaudi,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,RHINOLOPHIDAE,Rhinolophus,maclaudi,,,,"Pousargues, 1897",Endangered,B2ab(iii),3.1,Decreasing,Global
21979633,136534,Styloctenium mindorensis,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Styloctenium,mindorensis,,,,"Esselstyn, 2007",Endangered,"B1ab(i,iii,v)",3.1,Decreasing,Global
21979719,136531,Pteropus ualanus,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Pteropus,ualanus,,,,"Peters, 1883",Endangered,B1ab(iii),3.1,Stable,Global
21980043,19542,Rhinolophus guineensis,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,RHINOLOPHIDAE,Rhinolophus,guineensis,,,,"Eisentraut, 1960",Endangered,"B2ab(i,ii,iii,v)",3.1,Decreasing,Global
21981234,4321,Mops tomensis,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,MOLOSSIDAE,Mops,tomensis,,,,"(Juste &amp; Ibáñez, 1993)",Endangered,B1ab(iii),3.1,Decreasing,Global
21981807,19533,Rhinolophus cognatus,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,RHINOLOPHIDAE,Rhinolophus,cognatus,,,,"K. Andersen, 1906",Endangered,B2ab(iv),3.1,Decreasing,Global
21982137,136519,Notopteris neocaledonicus,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Notopteris,neocaledonicus,,,,"Trouessart, 1908",Endangered,"B1ab(i,ii,iii,v); C1",3.1,Decreasing,Global
21984825,4420,Chalinolobus neocaledonicus,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Chalinolobus,neocaledonicus,,,,"Revilliod, 1914",Endangered,C2a(ii),3.1,Decreasing,Global
21985022,136420,Saccopteryx antioquensis,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,EMBALLONURIDAE,Saccopteryx,antioquensis,,,,"Muñoz &amp; Cuartas, 2001",Endangered,B1ab(iii),3.1,Unknown,Global
21985132,4425,Chalinolobus tuberculatus,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Chalinolobus,tuberculatus,,,,"(Forster, 1844)",Critically Endangered,A2ace,3.1,Decreasing,Global
21987754,136610,Pteronotus paraguanensis,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,MORMOOPIDAE,Pteronotus,paraguanensis,,,,"Linares &amp; Ojasti, 1974",Endangered,B1ab(iii),3.1,Decreasing,Global
21988328,139,Acerodon jubatus,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Acerodon,jubatus,,,,"(Eschscholtz, 1831)",Endangered,A2cd,3.1,Decreasing,Global
21989676,19680,Rhogeessa genowaysi,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Rhogeessa,genowaysi,,,,"Baker, 1984",Endangered,B1ab(iii),3.1,Decreasing,Global
21994639,19562,Rhinolophus rex,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,RHINOLOPHIDAE,Rhinolophus,rex,,,,"G.M. Allen, 1923",Endangered,C2a(ii),3.1,Decreasing,Global
21998747,136587,Pteralopex flanneryi,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Pteralopex,flanneryi,,,,"Helgen, 2005",Critically Endangered,A2cd,3.1,Decreasing,Global
22008716,14953,Nyctimene rabori,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Nyctimene,rabori,,,,"Heaney &amp; Peterson, 1984",Endangered,C2a(i),3.1,Decreasing,Global
22009211,15006,Nyctophilus howensis,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Nyctophilus,howensis,,,,"McKean, 1975",Extinct,,3.1,,Global
22017829,4320,Mops solomonis,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,MOLOSSIDAE,Mops,solomonis,,,,"(Troughton, 1931)",Endangered,"B2ab(ii,iii,v)",3.1,Decreasing,Global
22033978,6773,Dobsonia chapmani,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Dobsonia,chapmani,,,,"Rabor, 1952",Critically Endangered,"C2a(i,ii); D",3.1,Decreasing,Global
22037238,4665,Chiroderma improvisum,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PHYLLOSTOMIDAE,Chiroderma,improvisum,,,,"Baker &amp; Genoways, 1976",Endangered,"B1ab(i,ii,iii)",3.1,Unknown,Global
22038028,136685,Pteropus rennelli,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Pteropus,rennelli,,,,"Troughton, 1929",Endangered,"B1ab(ii,iii)",3.1,Decreasing,Global
22038149,12264,Lonchophylla dekeyseri,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PHYLLOSTOMIDAE,Lonchophylla,dekeyseri,,,,"Taddei, Vizotto &amp; Sazima, 1983",Endangered,C2a(i),3.1,Decreasing,Global
22038287,12263,Lonchophylla bokermanni,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PHYLLOSTOMIDAE,Lonchophylla,bokermanni,,,,"Sazima, Vizotto &amp; Taddei , 1978",Endangered,B1ab(iii),3.1,Unknown,Global
22039142,12271,Lonchorhina fernandezi,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PHYLLOSTOMIDAE,Lonchorhina,fernandezi,,,,"Ochoa &amp; Ibanez, 1982",Endangered,D,3.1,Decreasing,Global
22042779,136807,Nyctophilus nebulosus,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Nyctophilus,nebulosus,,,,"Parnaby, 2002",Critically Endangered,"B1ab(i,ii,iii,v)+2ab(i,ii,iii,v); C2a(ii)",3.1,Decreasing,Global
22043871,136824,Natalus jamaicensis,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,NATALIDAE,Natalus,jamaicensis,,,,"Goodwin, 1959",Critically Endangered,"B2ab(ii,iii)",3.1,Decreasing,Global
22046657,14097,Myonycteris brachycephala,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Myonycteris,brachycephala,,,,"(Bocage, 1889)",Endangered,B1ab(iii),3.1,Decreasing,Global
22050195,20958,Sturnira nana,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PHYLLOSTOMIDAE,Sturnira,nana,,,,"Gardner &amp; O'Neill, 1971",Endangered,B2ab(iii),3.1,Unknown,Global
22050638,14143,Myotis atacamensis,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Myotis,atacamensis,,,,"(Lataste, 1892)",Endangered,"B2ab(ii,iii)",3.1,Unknown,Global
22055716,14172,Myotis leibii,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Myotis,leibii,,,,"(Audubon &amp; Bachman, 1842)",Endangered,A4bce,3.1,Decreasing,Global
22058800,14159,Myotis findleyi,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Myotis,findleyi,,,,"Bogan, 1978",Endangered,"B1ab(i,iii)",3.1,Decreasing,Global
22060323,40036,Tadarida latouchei,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,MOLOSSIDAE,Tadarida,latouchei,,,,"Thomas, 1920",Endangered,C1; D,3.1,Decreasing,Global
22066405,14189,Myotis peninsularis,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Myotis,peninsularis,,,,"Miller, 1898",Endangered,"B1ab(i,iii)",3.1,Decreasing,Global
22066512,29485,Murina ryukyuana,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Murina,ryukyuana,,,,"Maeda &amp; Matsumura, 1998",Endangered,"B2ab(ii,iii)",3.1,Decreasing,Global
22066742,14191,Myotis planiceps,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Myotis,planiceps,,,,"Baker, 1955",Endangered,D,3.1,Decreasing,Global
22067834,44784,Rhinolophus ruwenzorii,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,RHINOLOPHIDAE,Rhinolophus,ruwenzorii,,,,"Hill, 1942",Endangered,"B2ab(ii,iii,v)",3.1,Decreasing,Global
22068674,44786,Rhinolophus ziama,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,RHINOLOPHIDAE,Rhinolophus,ziama,,,,"Fahr, Vierhaus, Hutterer &amp; Kock, 2002",Endangered,B2ab(iii),3.1,Decreasing,Global
22070387,14260,Mystacina robusta,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,MYSTACINIDAE,Mystacina,robusta,,,,"Dwyer, 1962",Critically Endangered,D,3.1,Unknown,Global
22071017,18655,Mirimiri acrodonta,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Mirimiri,acrodonta,,,,"(Hill &amp; Beckon, 1978)",Critically Endangered,B1ab(iii),3.1,Decreasing,Global
22071126,18656,Pteralopex anceps,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Pteralopex,anceps,,,,"K. Andersen, 1909",Endangered,A2c,3.1,Decreasing,Global
22074222,18657,Pteralopex atrata,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Pteralopex,atrata,,,,"Thomas, 1888",Endangered,A2cd,3.1,Decreasing,Global
22078015,18718,Pteropus brunneus,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Pteropus,brunneus,,,,"Dobson, 1878",Extinct,,3.1,,Global
22079192,18714,Pteropus aldabrensis,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Pteropus,aldabrensis,,,,"True, 1893",Endangered,"B1ab(i,ii,iii)+2ab(i,ii,iii); D",3.1,Stable,Global
22080230,18723,Pteropus faunulus,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Pteropus,faunulus,,,,"Miller, 1902",Endangered,"B1ab(i,ii,iii,iv,v)",3.1,Decreasing,Global
22080348,18724,Pteropus fundatus,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Pteropus,fundatus,,,,"Felten &amp; Kock, 1972",Endangered,B1ab(iii),3.1,Unknown,Global
22080456,18721,Pteropus conspicillatus,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Pteropus,conspicillatus,,,,"Gould, 1850",Endangered,A2abcde+3bcde+4abcde,3.1,Decreasing,Global
22080900,18728,Pteropus howensis,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Pteropus,howensis,,,,"Troughton, 1931",Critically Endangered,C2a(ii),3.1,Decreasing,Global
22081930,85043053,Pteropus pelagicus,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Pteropus,pelagicus,,,,"Kittlitz, 1836",Endangered,"A2abcd; B2ab(ii,iii,iv,v); C1",3.1,Decreasing,Global
22082983,18739,Pteropus melanopogon,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Pteropus,melanopogon,,,,"Peters, 1867",Endangered,A3cd,3.1,Decreasing,Global
22083400,188566753,Pteropus mariannus,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Pteropus,mariannus,,,,"Desmarest, 1822",Endangered,"B2ab(ii,iii,iv,v)c(ii,iii,iv)",3.1,Decreasing,Global
22083923,18744,Pteropus nitendiensis,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Pteropus,nitendiensis,,,,"Sanborn, 1930",Endangered,"B1ab(ii,iii,v)+2ab(ii,iii,v)",3.1,Decreasing,Global
22084572,18741,Pteropus molossinus,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Pteropus,molossinus,,,,"Temminck, 1853",Endangered,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)",3.1,Stable,Global
22085232,71733227,Mormopterus acetabulosus,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,MOLOSSIDAE,Mormopterus,acetabulosus,,,,"(Hermann, 1804)",Endangered,A2b; B1ab(iii)+2ab(iii),3.1,Decreasing,Global
22085351,18752,Pteropus pselaphon,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Pteropus,pselaphon,,,,"Lay, 1829",Endangered,"B2ab(ii,iii,iv); D",3.1,Stable,Global
22086230,18749,Pteropus pilosus,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Pteropus,pilosus,,,,"K. Andersen, 1908",Extinct,,3.1,,Global
22087057,18755,Pteropus rodricensis,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Pteropus,rodricensis,,,,"Dobson, 1878",Endangered,B1ac(iv)+2ac(iv),3.1,Increasing,Global
22088168,18761,Pteropus subniger,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Pteropus,subniger,,,,"(Kerr, 1792)",Extinct,,3.1,,Global
22088402,18763,Pteropus tokudae,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Pteropus,tokudae,,,,"Tate, 1934",Extinct,,3.1,,Global
22088712,18765,Pteropus tuberculatus,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Pteropus,tuberculatus,,,,"Peters, 1869",Endangered,"B1ab(i,ii,iii,v)+2ab(i,ii,iii,v)",3.1,Decreasing,Global
22088824,18766,Pteropus vampyrus,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Pteropus,vampyrus,,,,"(Linnaeus, 1758)",Endangered,A2bcd,3.1,Decreasing,Global
22091938,10141,Hipposideros lamottei,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,HIPPOSIDERIDAE,Hipposideros,lamottei,,,,"Brosset, 1985",Critically Endangered,"B1ab(i,iii,v)",3.1,Decreasing,Global
22092730,10138,Hipposideros hypophyllus,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,HIPPOSIDERIDAE,Hipposideros,hypophyllus,,,,"Kock &amp; Bhat, 1994",Critically Endangered,"B1ab(iii,iv,v)+2ab(iii,iv,v); C2a(ii)",3.1,Decreasing,Global
22095744,10127,Hipposideros demissus,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,HIPPOSIDERIDAE,Hipposideros,demissus,,,,"K. Andersen, 1909",Endangered,"B1ab(i,ii,iii)+2ab(i,ii,iii)",3.1,Unknown,Global
22096364,10125,Hipposideros curtus,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,HIPPOSIDERIDAE,Hipposideros,curtus,,,,"G.M. Allen, 1921",Endangered,A2c,3.1,Decreasing,Global
22096705,13948,Murina tenebrosa,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Murina,tenebrosa,,,,"Yoshiyuki, 1970",Critically Endangered,D,3.1,Unknown,Global
22096963,10123,Hipposideros coxi,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,HIPPOSIDERIDAE,Hipposideros,coxi,,,,"Shelford, 1901",Endangered,B2ab(iii),3.1,Decreasing,Global
22099115,10161,Hipposideros sorenseni,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,HIPPOSIDERIDAE,Hipposideros,sorenseni,,,,"Kitchener &amp; Maryanto, 1993",Endangered,B1ab(iii),3.1,Unknown,Global
22099660,80224148,Hipposideros turpis,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,HIPPOSIDERIDAE,Hipposideros,turpis,,,,"Bangs, 1901",Endangered,B1ab(iii)+2ab(iii),3.1,Decreasing,Global
22103451,13570,Miniopterus robustior,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,MINIOPTERIDAE,Miniopterus,robustior,,,,"Revilliod, 1914",Endangered,"B1ab(i,ii,iii,v)+2ab(i,ii,iii,v)",3.1,Decreasing,Global
22103756,11374,Latidens salimalii,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Latidens,salimalii,,,,"Thonglongya, 1972",Endangered,C1,3.1,Decreasing,Global
22109325,13638,Cabreramops aequatorianus,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,MOLOSSIDAE,Cabreramops,aequatorianus,,,,"(Cabrera, 1917)",Endangered,B1ab(iii),3.1,Unknown,Global
22111960,21456,Taphozous hildegardeae,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,EMBALLONURIDAE,Taphozous,hildegardeae,,,,"Thomas, 1909",Endangered,"B2ab(i,ii,iii)",3.1,Decreasing,Global
22117922,7929,Eptesicus guadeloupensis,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Eptesicus,guadeloupensis,,,,"Genoways &amp; R.J. Baker, 1975",Endangered,"B1ab(iii,iv)",3.1,Unknown,Global
22123157,17365,Pipistrellus sturdeei,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Pipistrellus,sturdeei,,,,"Thomas, 1915",Extinct,,3.1,,Global
22126172,11697,Leptonycteris nivalis,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PHYLLOSTOMIDAE,Leptonycteris,nivalis,,,,"(Saussure, 1860)",Endangered,A2c,3.1,Decreasing,Global
22133396,17173,Phyllonycteris aphylla,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PHYLLOSTOMIDAE,Phyllonycteris,aphylla,,,,"(Miller, 1898)",Critically Endangered,C2a(i),3.1,Decreasing,Global
22135085,7669,Emballonura semicaudata,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,EMBALLONURIDAE,Emballonura,semicaudata,,,,"(Peale, 1848)",Endangered,A2abce,3.1,Decreasing,Global
22143809,3794,Capra caucasica,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,BOVIDAE,Capra,caucasica,,,,"Güldenstädt &amp; Pallas, 1783",Endangered,"B1ab(i,iii,v)",3.1,Decreasing,Global
22153828,44703,Muntiacus vuquangensis,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,CERVIDAE,Muntiacus,vuquangensis,,,,"(Do Tuoc, Vu Van Dung, Dawson, Arctander &amp; Mackinnon, 1994)",Critically Endangered,A3cd+4cd,3.1,Decreasing,Global
22156678,2446,Axis calamianensis,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,CERVIDAE,Axis,calamianensis,,,,"(Heude, 1888)",Endangered,"B1ab(i,iii,v)",3.1,Decreasing,Global
22157664,41784,Axis porcinus,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,CERVIDAE,Axis,porcinus,,,,"(Zimmermann, 1780)",Endangered,A2bcd,3.1,Decreasing,Global
22158895,10054,Hippocamelus bisulcus,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,CERVIDAE,Hippocamelus,bisulcus,,,,"Molina, 1782",Endangered,"B2ab(i,ii,iii,iv,v); C2a(i)",3.1,Decreasing,Global
22159785,7121,Elaphurus davidianus,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,CERVIDAE,Elaphurus,davidianus,,,,"Milne-Edwards, 1866",Extinct in the Wild,,3.1,,Global
22166803,4265,Rucervus eldii,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,CERVIDAE,Rucervus,eldii,,,,"(M'Clelland, 1842)",Endangered,A2cd+3cd+4cd,3.1,Decreasing,Global
22168782,4273,Rusa alfredi,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,CERVIDAE,Rusa,alfredi,,,,"Sclater, 1870",Endangered,C2a(i),3.1,Decreasing,Global
22171555,13703,Monodelphis unistriata,ANIMALIA,CHORDATA,DIDELPHIMORPHIA,MAMMALIA,DIDELPHIDAE,Monodelphis,unistriata,,,,"(Wagner, 1842)",Critically Endangered,D,3.1,Unknown,Global
22177809,41320,Cryptonanus ignitus,ANIMALIA,CHORDATA,DIDELPHIMORPHIA,MAMMALIA,DIDELPHIDAE,Cryptonanus,ignitus,,,,"(Díaz, Flores &amp; Barquez, 2002)",Extinct,,3.1,,Global
22179321,12820,Marmosops handleyi,ANIMALIA,CHORDATA,DIDELPHIMORPHIA,MAMMALIA,DIDELPHIDAE,Marmosops,handleyi,,,,"(Pine, 1981)",Critically Endangered,B1ab(iii)+2ab(iii),3.1,Decreasing,Global
22182349,18,Abrocoma boliviensis,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,ABROCOMIDAE,Abrocoma,boliviensis,,,,"Glanz &amp; Anderson, 1990",Critically Endangered,"B1ab(i,ii,iii)",3.1,Decreasing,Global
22186197,13216,Mesocapromys auritus,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CAPROMYIDAE,Mesocapromys,auritus,,,,"(Varona, 1970)",Endangered,B1ab(iii)+2ab(iii); C2a(ii),3.1,Unknown,Global
22186569,9001,Geocapromys brownii,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CAPROMYIDAE,Geocapromys,brownii,,,,"(J. Fischer, 1830)",Endangered,"B1ab(i,iii,iv)",3.1,Decreasing,Global
22186735,9003,Geocapromys thoracatus,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CAPROMYIDAE,Geocapromys,thoracatus,,,,"(True, 1888)",Extinct,,3.1,,Global
22186798,9004,Geocapromys columbianus,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CAPROMYIDAE,Geocapromys,columbianus,,,,"(J. Fischer, 1829)",Extinct,,3.1,,Global
22186876,10860,Isolobodon portoricensis,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CAPROMYIDAE,Isolobodon,portoricensis,,,,"Allen, 1916",Extinct,,3.1,,Global
22186956,10859,Isolobodon montanus,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CAPROMYIDAE,Isolobodon,montanus,,,,"(Miller, 1922)",Extinct,,3.1,,Global
22187167,10034,Hexolobodon phenax,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CAPROMYIDAE,Hexolobodon,phenax,,,,"Miller, 1929",Extinct,,3.1,,Global
22187847,17462,Plagiodontia ipnaeum,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CAPROMYIDAE,Plagiodontia,ipnaeum,,,,"Johnson, 1948",Extinct,,3.1,,Global
22191157,4651,Chinchilla chinchilla,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CHINCHILLIDAE,Chinchilla,chinchilla,,,,"(Lichtenstein, 1829)",Endangered,"B2ab(i,iii)",3.1,Decreasing,Global
22192079,5797,Ctenomys azarae,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CTENOMYIDAE,Ctenomys,azarae,,,,"Thomas, 1903",Endangered,"B2ab(i,ii,iii)",3.1,Decreasing,Global
22192271,5799,Ctenomys bonettoi,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CTENOMYIDAE,Ctenomys,bonettoi,,,,"Contreras &amp; Berry, 1982",Endangered,"B2ab(i,ii,iii)",3.1,Decreasing,Global
22193077,136633,Ctenomys roigi,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CTENOMYIDAE,Ctenomys,roigi,,,,"Contreras, 1988",Critically Endangered,"B1ab(i,ii)+2ab(i,ii)",3.1,Decreasing,Global
22193418,136635,Ctenomys rionegrensis,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CTENOMYIDAE,Ctenomys,rionegrensis,,,,"Langguth &amp; Abella, 1970",Endangered,"B2ab(i,ii,iii)",3.1,Decreasing,Global
22193629,5809,Ctenomys latro,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CTENOMYIDAE,Ctenomys,latro,,,,"Thomas, 1918",Endangered,"B2ab(i,ii,iii)",3.1,Decreasing,Global
22194037,136370,Ctenomys pundti,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CTENOMYIDAE,Ctenomys,pundti,,,,"Nehring, 1920",Endangered,"B2ab(i,ii,iii)",3.1,Decreasing,Global
22194328,5817,Ctenomys occultus,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CTENOMYIDAE,Ctenomys,occultus,,,,"Thomas, 1920",Endangered,"B2ab(i,ii,iii)",3.1,Decreasing,Global
22195057,136390,Ctenomys osvaldoreigi,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CTENOMYIDAE,Ctenomys,osvaldoreigi,,,,"Contreras, 1995",Critically Endangered,"B2ab(i,ii,iii)",3.1,Decreasing,Global
